timestamp_ms,speed_kmh,rpm,accel_x,accel_y,accel_z,roll,pitch,g_force,latitude,longitude,heading,lap,distance_m,faults
75010,120.36,68413.0,-1.0919,1.3925,9.736,7.49,4.11,1.009,12.981237,77.577888,142.2,1,1615.8,0x0
75020,120.35,68406.4,-0.3516,1.4805,9.6828,7.53,4.07,0.999,12.981229,77.577895,141.6,1,1616.1,0x0
75030,120.37,68420.2,-0.6909,1.9587,9.8749,7.6,4.06,1.029,12.98122,77.577902,140.7,1,1616.4,0x0
75040,120.38,68426.3,-0.5377,2.2993,9.7853,7.72,4.05,1.026,12.981212,77.577909,138.4,1,1616.8,0x0
75050,120.42,68449.4,-1.7434,0.9224,9.9135,7.66,4.16,1.03,12.981205,77.577917,133.8,1,1617.1,0x0
75060,120.42,68448.1,-1.0706,1.5593,9.6699,7.7,4.2,1.004,12.981197,77.577925,134.0,1,1617.4,0x0
75070,120.41,68442.8,-2.2325,1.3797,9.7799,7.7,4.38,1.032,12.981189,77.577933,137.5,1,1617.8,0x0
75080,120.4,68437.4,-0.2891,1.1165,9.7568,7.67,4.32,1.001,12.981181,77.57794,140.3,1,1618.1,0x0
75090,120.47,68476.8,-0.8011,1.3444,9.8546,7.67,4.33,1.017,12.981173,77.577947,138.4,1,1618.4,0x0
75100,120.52,68506.5,-0.9578,1.1971,9.6132,7.67,4.36,0.992,12.981165,77.577955,137.7,1,1618.8,0x0
75110,120.65,68578.0,-1.2594,1.5456,9.8526,7.69,4.41,1.025,12.981157,77.577962,138.8,1,1619.1,0x0
75120,120.55,68520.2,-1.4825,2.0038,9.8441,7.77,4.5,1.035,12.981149,77.57797,135.8,1,1619.4,0x0
75130,120.5,68490.7,-1.5806,1.5306,9.8391,7.77,4.58,1.028,12.981141,77.577977,135.1,1,1619.8,0x0
75140,120.28,68365.8,-1.2746,1.643,9.9126,7.79,4.63,1.032,12.981133,77.577985,138.0,1,1620.1,0x0
75150,120.38,68425.9,-1.9162,1.4071,9.7247,7.8,4.77,1.02,12.981125,77.577992,138.7,1,1620.4,0x0
75160,120.51,68497.1,-0.2856,1.5977,9.9157,7.8,4.71,1.024,12.981117,77.577999,141.0,1,1620.8,0x0
75170,120.49,68485.0,-0.9812,1.8495,9.746,7.88,4.73,1.016,12.981108,77.578006,140.5,1,1621.1,0x0
75180,120.53,68512.1,-1.3805,1.6842,9.8538,7.9,4.79,1.029,12.9811,77.578013,141.5,1,1621.4,0x0
75190,120.56,68527.2,-2.0338,1.4863,9.8562,7.89,4.93,1.037,12.981091,77.57802,143.1,1,1621.8,0x0
75200,120.57,68532.9,-0.9388,1.0318,9.6662,7.85,4.95,0.996,12.981083,77.578027,142.7,1,1622.1,0x0
75210,120.62,68562.9,-0.8561,1.8973,9.9028,7.9,4.95,1.032,12.981074,77.578034,141.6,1,1622.4,0x0
75220,120.49,68487.4,-0.8001,0.9785,9.7962,7.84,4.94,1.007,12.981066,77.57804,143.0,1,1622.8,0x0
75230,120.52,68505.7,-1.0681,1.7989,10.0007,7.89,4.96,1.042,12.981057,77.578046,145.5,1,1623.1,0x0
75240,120.37,68420.0,-0.7649,0.7043,9.7415,7.81,4.96,0.999,12.981048,77.578053,145.8,1,1623.4,0x0
75250,120.43,68455.8,-1.586,1.4184,9.8857,7.83,5.05,1.031,12.981038,77.578059,148.1,1,1623.8,0x0
75260,120.47,68477.0,-1.8143,1.0608,9.6893,7.81,5.15,1.011,12.981029,77.578064,150.8,1,1624.1,0x0
75270,120.27,68362.4,-0.81,2.0933,9.8489,7.9,5.15,1.03,12.98102,77.57807,149.7,1,1624.5,0x0
75280,120.32,68392.6,-1.3297,1.2509,9.887,7.89,5.2,1.025,12.98101,77.578075,149.3,1,1624.8,0x0
75290,120.35,68410.6,-0.7796,1.5055,9.6916,7.91,5.19,1.003,12.981001,77.578081,147.5,1,1625.1,0x0
75300,120.35,68408.4,-0.4988,1.2554,9.7348,7.9,5.14,1.002,12.980992,77.578087,148.0,1,1625.5,0x0
75310,120.28,68369.0,-1.4376,1.4045,9.7738,7.91,5.2,1.017,12.980983,77.578093,148.0,1,1625.8,0x0
75320,120.29,68372.1,-0.7392,1.1474,9.8207,7.9,5.19,1.011,12.980974,77.578099,150.2,1,1626.1,0x0
75330,120.32,68392.4,-0.728,1.0254,9.7687,7.87,5.16,1.004,12.980964,77.578105,147.3,1,1626.5,0x0
75340,120.39,68432.9,-1.4325,1.8581,9.6512,7.93,5.22,1.012,12.980955,77.57811,147.6,1,1626.8,0x0
75350,120.44,68461.3,-0.9098,1.2077,10.0574,7.91,5.2,1.037,12.980946,77.578117,145.9,1,1627.1,0x0
75360,120.36,68415.1,-0.7298,1.3983,9.6985,7.9,5.18,1.002,12.980937,77.578123,146.0,1,1627.5,0x0
75370,120.34,68405.2,-0.5203,1.4952,9.9271,7.91,5.14,1.025,12.980928,77.578129,149.5,1,1627.8,0x0
75380,120.1,68266.8,-0.8459,1.2264,9.7232,7.91,5.15,1.003,12.980919,77.578135,146.7,1,1628.1,0x0
75390,120.22,68331.8,-0.6136,1.6053,9.8813,7.93,5.12,1.022,12.98091,77.57814,148.0,1,1628.5,0x0
75400,120.29,68372.5,-1.1683,1.1006,9.8526,7.89,5.16,1.018,12.980901,77.578147,145.3,1,1628.8,0x0
75410,120.05,68238.7,-1.2325,1.7339,9.6878,7.95,5.19,1.011,12.980892,77.578153,143.9,1,1629.1,0x0
75420,120.16,68300.3,-1.0709,1.6204,9.8248,7.97,5.2,1.021,12.980884,77.57816,143.1,1,1629.5,0x0
75430,120.06,68245.7,-0.9361,2.0729,9.937,8.03,5.2,1.039,12.980875,77.578167,140.9,1,1629.8,0x0
75440,120.03,68225.1,-0.4563,1.2773,9.6357,8.02,5.15,0.992,12.980867,77.578174,140.4,1,1630.1,0x0
75450,120.16,68298.3,-1.2609,1.7078,9.8378,8.05,5.2,1.026,12.980859,77.578181,139.9,1,1630.5,0x0
75460,120.18,68311.5,-0.4751,2.1516,9.718,8.14,5.15,1.016,12.980851,77.578189,136.5,1,1630.8,0x0
75470,120.26,68359.3,-1.838,1.6288,9.751,8.17,5.26,1.025,12.980843,77.578197,134.9,1,1631.1,0x0
75480,120.15,68296.8,-0.8489,1.1778,9.9167,8.14,5.27,1.022,12.980836,77.578204,134.5,1,1631.5,0x0
75490,120.01,68214.4,-2.1415,1.0236,9.6157,8.11,5.42,1.01,12.980828,77.578212,134.3,1,1631.8,0x0
75500,119.98,68200.3,-1.0169,1.0202,9.8605,8.06,5.42,1.016,12.980821,77.57822,133.2,1,1632.1,0x0
75510,119.93,68167.4,-1.2394,2.0749,9.8321,8.14,5.45,1.032,12.980813,77.578228,134.2,1,1632.5,0x0
75520,119.82,68106.4,-0.7622,1.2747,9.8984,8.13,5.42,1.02,12.980806,77.578236,134.6,1,1632.8,0x0
75530,119.8,68098.2,-1.6376,1.0687,9.878,8.09,5.51,1.026,12.980798,77.578244,137.0,1,1633.1,0x0
75540,119.97,68193.0,-1.8704,1.53,9.576,8.11,5.64,1.007,12.98079,77.578251,137.2,1,1633.5,0x0
75550,119.87,68133.3,-1.0756,0.5909,9.7757,8.03,5.64,1.004,12.980782,77.578259,135.4,1,1633.8,0x0
75560,119.96,68185.6,-1.7349,1.3537,9.8637,8.01,5.72,1.03,12.980775,77.578267,135.1,1,1634.1,0x0
75570,119.88,68139.2,-0.8971,2.0748,9.9385,8.08,5.72,1.039,12.980767,77.578274,137.7,1,1634.5,0x0
75580,119.89,68148.7,-1.1943,1.5248,9.8319,8.09,5.75,1.021,12.980759,77.578282,135.5,1,1634.8,0x0
75590,119.99,68205.8,-1.2095,1.0576,9.9815,8.06,5.77,1.031,12.980751,77.578289,138.1,1,1635.1,0x0
75600,119.97,68194.7,-1.872,1.651,9.841,8.1,5.87,1.035,12.980743,77.578297,136.4,1,1635.5,0x0
75610,120.05,68237.8,-1.951,1.3998,9.6783,8.09,5.98,1.016,12.980735,77.578305,136.3,1,1635.8,0x0
75620,120.16,68298.2,-1.2714,1.4635,9.8881,8.09,6.02,1.027,12.980728,77.578312,136.8,1,1636.1,0x0
75630,120.12,68275.6,-1.5087,2.2138,9.8794,8.19,6.07,1.043,12.98072,77.57832,136.3,1,1636.5,0x0
75640,120.02,68222.8,-1.0695,1.3175,9.8207,8.2,6.07,1.016,12.980712,77.578328,136.5,1,1636.8,0x0
75650,120.04,68230.2,-0.81,1.4769,9.9291,8.21,6.04,1.027,12.980705,77.578336,133.1,1,1637.1,0x0
75660,120.1,68266.3,-1.589,1.4535,9.8212,8.22,6.1,1.025,12.980697,77.578344,132.1,1,1637.5,0x0
75670,120.07,68246.9,-1.611,1.4619,9.8214,8.23,6.18,1.025,12.980691,77.578353,128.3,1,1637.8,0x0
75680,120.17,68305.0,-1.1631,1.2854,9.8726,8.22,6.2,1.022,12.980684,77.578361,129.4,1,1638.1,0x0
75690,120.12,68278.2,-1.5837,1.5829,9.8837,8.22,6.25,1.033,12.980677,77.578369,131.5,1,1638.5,0x0
75700,120.09,68260.2,-1.1793,2.063,9.6721,8.31,6.28,1.015,12.98067,77.578378,130.7,1,1638.8,0x0
75710,120.01,68214.9,-0.868,1.8447,9.8465,8.36,6.26,1.025,12.980663,77.578386,129.8,1,1639.1,0x0
75720,119.95,68180.4,-1.3147,1.9224,9.755,8.41,6.3,1.022,12.980656,77.578395,129.8,1,1639.5,0x0
75730,119.89,68147.6,-0.6304,1.2006,9.8558,8.38,6.25,1.014,12.980649,77.578403,129.8,1,1639.8,0x0
75740,119.98,68200.4,-0.5323,1.2557,9.7853,8.36,6.18,1.007,12.980642,77.578412,127.0,1,1640.1,0x0
75750,120.01,68215.7,-2.6783,1.5774,9.9387,8.35,6.36,1.062,12.980636,77.578421,128.1,1,1640.5,0x0
75760,120.1,68265.4,-1.3146,1.9542,9.8648,8.42,6.4,1.034,12.980629,77.578429,130.0,1,1640.8,0x0
75770,120.08,68253.5,-1.713,1.5773,9.8185,8.42,6.47,1.029,12.980622,77.578438,131.5,1,1641.1,0x0
75780,120.15,68296.9,-1.4235,1.6143,9.7961,8.46,6.51,1.022,12.980615,77.578446,129.7,1,1641.5,0x0
75790,120.19,68315.8,-0.9369,1.5673,9.8864,8.47,6.49,1.025,12.980608,77.578455,128.9,1,1641.8,0x0
75800,120.19,68318.0,-0.9861,1.9239,9.7946,8.52,6.48,1.022,12.980602,77.578464,125.4,1,1642.1,0x0
75810,120.09,68262.2,-1.5662,1.4674,9.7846,8.53,6.52,1.021,12.980595,77.578473,125.9,1,1642.5,0x0
75820,120.11,68271.3,-1.734,1.0273,9.87,8.47,6.59,1.027,12.980589,77.578482,124.4,1,1642.8,0x0
75830,120.06,68242.2,-1.315,1.3796,9.8149,8.46,6.6,1.019,12.980583,77.578491,125.4,1,1643.1,0x0
75840,119.97,68190.2,-2.1346,1.2554,9.8687,8.44,6.71,1.037,12.980577,77.5785,126.1,1,1643.5,0x0
75850,119.96,68184.0,-2.0994,1.0887,9.9316,8.41,6.81,1.041,12.98057,77.578508,128.5,1,1643.8,0x0
75860,119.9,68151.9,-1.3739,1.377,9.6834,8.41,6.83,1.007,12.980563,77.578517,129.5,1,1644.1,0x0
75870,119.99,68205.2,-1.9395,1.9905,9.7363,8.46,6.92,1.032,12.980557,77.578526,128.1,1,1644.5,0x0
75880,120.04,68234.7,-0.9807,1.3345,9.8461,8.44,6.89,1.018,12.98055,77.578534,128.8,1,1644.8,0x0
75890,120.0,68209.2,-1.4002,1.5528,9.7452,8.44,6.92,1.016,12.980543,77.578543,131.5,1,1645.1,0x0
75900,120.07,68250.6,-1.247,1.5442,9.8139,8.45,6.94,1.021,12.980536,77.578551,129.4,1,1645.5,0x0
75910,120.08,68252.0,-1.679,1.219,9.6666,8.41,7.01,1.008,12.980529,77.57856,128.7,1,1645.8,0x0
75920,120.09,68259.8,-0.9136,1.7778,9.8855,8.45,6.97,1.028,12.980522,77.578568,130.9,1,1646.1,0x0
75930,119.99,68200.9,-1.1154,1.2995,9.9239,8.44,6.97,1.027,12.980515,77.578576,131.6,1,1646.5,0x0
75940,119.8,68096.8,-1.0694,1.1171,9.8008,8.39,6.94,1.011,12.980508,77.578585,129.5,1,1646.8,0x0
75950,119.89,68149.4,-1.7826,1.3476,9.9143,8.39,7.01,1.036,12.980501,77.578593,133.7,1,1647.1,0x0
75960,119.79,68090.4,-1.8347,1.1108,9.8628,8.35,7.07,1.029,12.980493,77.578601,134.3,1,1647.5,0x0
75970,119.69,68032.7,-1.2393,1.26,9.868,8.34,7.09,1.022,12.980485,77.578608,137.9,1,1647.8,0x0
75980,119.66,68015.9,-0.8575,1.3915,9.7037,8.33,7.04,1.003,12.980477,77.578615,139.1,1,1648.1,0x0
75990,119.59,67978.2,-1.2138,1.5151,9.7718,8.33,7.04,1.016,12.980469,77.578622,140.5,1,1648.5,0x0
76000,119.63,67997.2,-0.7188,1.7578,9.8618,8.36,6.98,1.024,12.98046,77.57863,140.1,1,1648.8,0x0
76010,119.7,68039.7,-1.7809,1.8657,9.6137,8.4,7.05,1.015,12.980452,77.578637,137.9,1,1649.1,0x0
76020,119.75,68064.9,-1.456,1.0435,9.7027,8.35,7.09,1.006,12.980445,77.578645,133.3,1,1649.5,0x0
76030,119.69,68030.9,-1.7898,1.0637,9.8973,8.32,7.14,1.031,12.980438,77.578653,131.7,1,1649.8,0x0
76040,119.7,68038.5,-1.3159,1.1362,10.0063,8.29,7.15,1.035,12.980431,77.578662,129.0,1,1650.1,0x0
76050,119.75,68067.7,-2.0046,1.2568,9.8422,8.27,7.24,1.032,12.980425,77.578671,127.2,1,1650.5,0x0
76060,119.73,68053.7,-1.3276,1.2683,9.8195,8.25,7.25,1.018,12.980418,77.578679,130.4,1,1650.8,0x0
76070,119.56,67961.8,-0.8004,1.5995,9.7711,8.27,7.19,1.013,12.98041,77.578687,133.3,1,1651.1,0x0
76080,119.62,67995.7,-0.6942,1.347,9.7648,8.26,7.13,1.007,12.980403,77.578695,131.4,1,1651.5,0x0
76090,119.58,67970.8,-1.4368,1.4093,9.7763,8.27,7.16,1.017,12.980396,77.578703,134.5,1,1651.8,0x0
76100,119.57,67964.9,-1.6442,1.0383,9.7587,8.23,7.2,1.014,12.980388,77.578711,133.3,1,1652.1,0x0
76110,119.67,68024.4,-1.4598,1.3416,9.8982,8.21,7.22,1.029,12.980381,77.57872,129.6,1,1652.5,0x0
76120,119.68,68026.8,-0.8533,1.7245,9.8711,8.27,7.18,1.025,12.980375,77.578728,128.5,1,1652.8,0x0
76130,119.88,68138.2,-1.5746,1.2218,10.0437,8.25,7.21,1.044,12.980368,77.578737,131.2,1,1653.1,0x0
76140,119.9,68150.3,-1.4069,1.2609,9.7976,8.23,7.23,1.017,12.980361,77.578745,130.4,1,1653.5,0x0
76150,119.86,68127.3,-2.0524,1.4163,9.9109,8.22,7.31,1.042,12.980354,77.578754,128.1,1,1653.8,0x0
76160,119.88,68141.1,-1.2995,0.9257,9.8016,8.17,7.32,1.012,12.980348,77.578763,125.7,1,1654.1,0x0
76170,119.77,68080.9,-1.3251,1.7295,9.9034,8.19,7.32,1.034,12.980342,77.578772,124.7,1,1654.4,0x0
76180,119.64,68006.8,-1.5104,1.2779,9.6645,8.17,7.35,1.006,12.980335,77.578781,127.2,1,1654.8,0x0
76190,119.71,68047.0,-1.7625,1.5085,9.7242,8.18,7.41,1.019,12.980329,77.57879,125.0,1,1655.1,0x0
76200,119.67,68021.5,-1.4119,1.3475,9.7593,8.17,7.43,1.015,12.980323,77.578799,124.5,1,1655.4,0x0
76210,119.57,67963.3,-1.8039,1.3465,9.8307,8.16,7.48,1.028,12.980316,77.578808,126.1,1,1655.8,0x0
76220,119.42,67881.8,-0.2229,1.327,9.9349,8.14,7.37,1.022,12.98031,77.578816,129.1,1,1656.1,0x0
76230,119.41,67875.0,-1.8498,0.7989,9.9003,8.06,7.42,1.03,12.980303,77.578825,127.8,1,1656.4,0x0
76240,119.51,67932.7,-2.0038,1.0255,9.6696,8.0,7.51,1.012,12.980297,77.578834,123.2,1,1656.8,0x0
76250,119.53,67939.5,-1.7504,1.6896,9.7653,8.04,7.56,1.026,12.980292,77.578843,121.7,1,1657.1,0x0
76260,119.66,68017.1,-1.2711,1.3311,9.8627,8.03,7.57,1.023,12.980286,77.578853,123.6,1,1657.4,0x0
76270,119.66,68015.0,-1.6296,1.4012,9.9637,8.03,7.62,1.039,12.98028,77.578862,124.6,1,1657.8,0x0
76280,119.63,67996.6,-1.2777,1.586,9.7698,8.03,7.62,1.017,12.980274,77.578871,122.7,1,1658.1,0x0
76290,119.56,67957.4,-2.6856,1.4637,9.8131,8.02,7.77,1.048,12.980268,77.57888,124.3,1,1658.4,0x0
76300,119.62,67995.7,-1.0242,1.1212,9.7552,8.0,7.73,1.006,12.980261,77.578889,126.9,1,1658.8,0x0
76310,119.6,67980.6,-1.6685,1.1288,9.8656,7.97,7.77,1.026,12.980255,77.578898,125.9,1,1659.1,0x0
76320,119.72,68052.0,-1.4746,1.2418,9.7819,7.98,7.77,1.016,12.980248,77.578907,127.0,1,1659.4,0x0
76330,119.68,68025.4,-1.943,1.1029,9.7434,7.96,7.83,1.019,12.980242,77.578916,125.4,1,1659.8,0x0
76340,119.47,67906.7,-1.3489,1.315,9.7669,7.93,7.83,1.014,12.980236,77.578925,124.9,1,1660.1,0x0
76350,119.55,67955.2,-1.5471,1.7117,10.0163,7.98,7.86,1.048,12.98023,77.578934,125.4,1,1660.4,0x0
76360,119.5,67926.0,-1.9497,1.2124,9.9085,7.96,7.92,1.037,12.980223,77.578943,126.7,1,1660.8,0x0
76370,119.42,67877.9,-1.2349,1.6706,9.7668,8.01,7.91,1.018,12.980217,77.578952,124.9,1,1661.1,0x0
76380,119.59,67976.4,-2.1867,1.282,9.8238,8.0,7.99,1.034,12.980211,77.578961,124.3,1,1661.4,0x0
76390,119.52,67938.8,-1.9242,1.1045,9.8274,7.96,8.06,1.027,12.980205,77.578969,127.3,1,1661.8,0x0
76400,119.43,67887.3,-0.8987,1.458,9.896,7.96,8.0,1.024,12.980198,77.578978,127.4,1,1662.1,0x0
76410,119.28,67797.3,-1.9134,1.4897,9.8366,7.96,8.06,1.033,12.980192,77.578987,128.2,1,1662.4,0x0
76420,119.27,67795.3,-1.825,0.9994,9.7038,7.92,8.11,1.012,12.980185,77.578996,125.7,1,1662.8,0x0
76430,119.24,67776.3,-2.141,1.3671,9.7829,7.93,8.19,1.03,12.980179,77.579004,128.8,1,1663.1,0x0
76440,119.31,67819.9,-1.9429,1.3413,9.8825,7.94,8.24,1.036,12.980172,77.579013,128.6,1,1663.4,0x0
76450,119.32,67819.9,-1.0654,1.2987,9.7566,7.93,8.19,1.009,12.980165,77.579021,129.0,1,1663.7,0x0
76460,119.3,67811.8,-2.2804,1.0914,9.6789,7.89,8.29,1.02,12.980158,77.57903,130.6,1,1664.1,0x0
76470,119.37,67849.9,-1.3653,1.3077,9.8542,7.89,8.29,1.023,12.980151,77.579038,130.6,1,1664.4,0x0
76480,119.32,67824.1,-1.4932,1.1742,9.5378,7.87,8.3,0.991,12.980144,77.579047,130.4,1,1664.7,0x0
76490,119.47,67907.9,-1.2326,1.4706,9.911,7.87,8.28,1.029,12.980138,77.579055,128.1,1,1665.1,0x0
76500,119.62,67995.4,-1.3265,1.28,9.7592,7.87,8.28,1.012,12.980131,77.579064,129.2,1,1665.4,0x0
76510,119.71,68046.7,-1.4488,1.472,9.8156,7.88,8.28,1.022,12.980124,77.579072,128.5,1,1665.7,0x0
76520,119.67,68023.2,-1.493,1.3581,9.9459,7.87,8.28,1.035,12.980118,77.579081,127.9,1,1666.1,0x0
76530,119.74,68062.5,-1.3621,1.3189,9.8202,7.84,8.27,1.02,12.980111,77.57909,128.4,1,1666.4,0x0
76540,119.67,68022.6,-1.3349,1.2583,9.8748,7.83,8.25,1.024,12.980104,77.579098,128.5,1,1666.7,0x0
76550,119.71,68042.2,-1.2892,0.9347,9.7895,7.78,8.25,1.011,12.980097,77.579107,130.4,1,1667.1,0x0
76560,119.76,68074.9,-1.6459,1.3174,9.7696,7.78,8.28,1.019,12.98009,77.579115,130.3,1,1667.4,0x0
76570,119.85,68126.5,-1.8425,1.2646,9.8047,7.77,8.32,1.025,12.980083,77.579124,131.2,1,1667.7,0x0
76580,119.84,68116.0,-0.6374,1.3259,9.7371,7.75,8.23,1.004,12.980076,77.579132,130.4,1,1668.1,0x0
76590,119.94,68172.6,-0.6405,1.4083,9.8045,7.74,8.14,1.012,12.980069,77.57914,131.7,1,1668.4,0x0
76600,119.75,68066.1,-2.2835,1.7032,9.9559,7.77,8.25,1.056,12.980062,77.579148,131.7,1,1668.7,0x0
76610,119.62,67994.6,-1.2097,1.043,9.7308,7.73,8.25,1.005,12.980055,77.579157,130.6,1,1669.1,0x0
76620,119.57,67962.7,-2.0534,0.8456,9.8663,7.68,8.32,1.031,12.980048,77.579165,130.4,1,1669.4,0x0
76630,119.47,67910.8,-0.3792,1.0469,9.7502,7.64,8.2,1.0,12.980041,77.579174,127.6,1,1669.7,0x0
76640,119.47,67910.5,-1.7188,1.3712,9.8219,7.66,8.24,1.026,12.980036,77.579183,122.1,1,1670.1,0x0
76650,119.47,67908.8,-2.0647,1.362,9.9043,7.64,8.31,1.041,12.98003,77.579192,123.5,1,1670.4,0x0
76660,119.37,67849.5,-2.5212,0.9666,9.6186,7.6,8.44,1.018,12.980024,77.579202,124.2,1,1670.7,0x0
76670,119.38,67859.6,-1.4453,1.3129,9.9365,7.6,8.44,1.032,12.980018,77.579211,123.1,1,1671.1,0x0
76680,119.47,67906.6,-1.7166,1.4173,9.7205,7.61,8.47,1.017,12.980012,77.57922,123.1,1,1671.4,0x0
76690,119.36,67846.8,-1.945,1.1271,9.6918,7.58,8.52,1.014,12.980006,77.579229,124.7,1,1671.7,0x0
76700,119.21,67758.9,-2.6912,1.1945,9.8929,7.58,8.67,1.052,12.98,77.579238,126.1,1,1672.0,0x0
76710,119.23,67772.2,-2.3684,1.5117,9.6642,7.6,8.76,1.026,12.979994,77.579247,125.0,1,1672.4,0x0
76720,119.3,67812.9,-0.8663,1.2934,9.6124,7.61,8.69,0.993,12.979988,77.579256,119.3,1,1672.7,0x0
76730,119.32,67824.4,-1.4119,1.33,9.7944,7.63,8.68,1.018,12.979983,77.579266,118.5,1,1673.0,0x0
76740,119.3,67811.4,-1.6875,1.28,9.7025,7.64,8.7,1.012,12.979977,77.579275,122.8,1,1673.4,0x0
76750,119.39,67863.9,-2.1721,1.729,9.7149,7.68,8.79,1.03,12.979971,77.579285,123.4,1,1673.7,0x0
76760,119.27,67792.8,-2.0019,0.991,9.6066,7.66,8.85,1.005,12.979966,77.579294,121.5,1,1674.0,0x0
76770,119.34,67834.2,-1.7693,1.1603,9.7807,7.64,8.88,1.02,12.979961,77.579304,119.2,1,1674.4,0x0
76780,119.38,67857.3,-2.2749,1.22,9.7482,7.64,8.98,1.028,12.979955,77.579313,119.3,1,1674.7,0x0
76790,119.28,67799.2,-0.9149,1.033,9.919,7.6,8.9,1.021,12.97995,77.579323,118.7,1,1675.0,0x0
76800,119.19,67746.9,-1.2988,1.1139,9.7978,7.58,8.88,1.014,12.979945,77.579333,116.8,1,1675.4,0x0
76810,119.05,67666.9,-2.9691,1.3721,9.911,7.58,9.03,1.064,12.979941,77.579343,116.0,1,1675.7,0x0
76820,119.2,67753.7,-1.6405,0.4521,9.7737,7.49,9.04,1.011,12.979936,77.579352,115.0,1,1676.0,0x0
76830,119.13,67715.3,-1.12,1.3838,9.9335,7.5,8.99,1.029,12.979931,77.579362,116.5,1,1676.4,0x0
76840,119.13,67716.1,-1.3473,1.6621,9.6645,7.54,8.96,1.009,12.979926,77.579372,118.9,1,1676.7,0x0
76850,119.22,67765.3,-1.9888,1.2509,9.7077,7.53,9.02,1.018,12.979921,77.579381,120.1,1,1677.0,0x0
76860,119.14,67719.3,-1.393,0.9385,9.8595,7.49,8.99,1.02,12.979916,77.579391,118.3,1,1677.3,0x0
76870,119.05,67666.9,-1.2592,1.1304,9.8125,7.47,8.96,1.015,12.97991,77.579401,120.3,1,1677.7,0x0
76880,119.04,67665.0,-1.9058,0.8721,9.8197,7.41,9.01,1.024,12.979905,77.57941,123.1,1,1678.0,0x0
76890,118.96,67618.5,-1.1327,0.9152,9.932,7.36,8.97,1.023,12.979899,77.579419,121.6,1,1678.3,0x0
76900,119.02,67651.8,-1.7373,1.4291,9.6931,7.39,8.99,1.014,12.979893,77.579428,121.2,1,1678.7,0x0
76910,119.16,67730.6,-2.5228,1.087,9.8604,7.37,9.08,1.043,12.979888,77.579438,121.9,1,1679.0,0x0
76920,119.25,67784.4,-1.9017,0.9414,9.7618,7.33,9.12,1.018,12.979882,77.579447,124.2,1,1679.3,0x0
76930,119.21,67759.2,-0.7554,0.8855,10.0503,7.28,9.03,1.031,12.979876,77.579456,124.6,1,1679.7,0x0
76940,119.14,67722.4,-1.5137,1.2129,9.6835,7.29,9.02,1.007,12.979869,77.579465,126.8,1,1680.0,0x0
76950,119.26,67790.0,-1.2618,1.2777,9.8382,7.3,8.97,1.019,12.979863,77.579474,123.9,1,1680.3,0x0
76960,119.01,67648.0,-0.7337,0.4773,9.7851,7.2,8.88,1.001,12.979857,77.579483,126.9,1,1680.7,0x0
76970,119.09,67694.4,-2.2446,1.1885,9.7591,7.21,8.96,1.028,12.97985,77.579491,128.1,1,1681.0,0x0
76980,119.01,67645.7,-2.0041,0.8944,9.812,7.17,9.01,1.025,12.979844,77.5795,128.3,1,1681.3,0x0
76990,118.87,67567.3,-2.4049,1.1208,9.8303,7.16,9.09,1.038,12.979837,77.579508,129.0,1,1681.6,0x0
77000,118.96,67619.1,-1.7839,1.2161,9.9237,7.16,9.13,1.035,12.97983,77.579517,129.8,1,1682.0,0x0
77010,118.92,67597.7,-0.9473,0.9441,9.8566,7.11,9.04,1.014,12.979824,77.579526,127.8,1,1682.3,0x0
77020,118.93,67601.8,-1.5415,0.9696,9.7625,7.08,9.04,1.012,12.979817,77.579534,128.7,1,1682.6,0x0
77030,118.95,67612.8,-2.5492,1.0423,9.8023,7.04,9.16,1.038,12.97981,77.579542,130.0,1,1683.0,0x0
77040,118.89,67577.4,-2.5123,0.3836,9.8077,6.94,9.26,1.033,12.979804,77.579551,126.9,1,1683.3,0x0
77050,118.8,67527.8,-1.6461,0.8549,9.6126,6.89,9.27,0.998,12.979797,77.57956,126.5,1,1683.6,0x0
77060,118.76,67506.7,-1.5052,1.4025,9.7798,6.92,9.25,1.019,12.979791,77.579569,128.7,1,1684.0,0x0
77070,118.72,67483.6,-1.2956,0.9116,9.8704,6.88,9.21,1.019,12.979784,77.579578,125.2,1,1684.3,0x0
77080,118.77,67512.1,-1.2493,1.3697,9.7425,6.91,9.18,1.011,12.979778,77.579587,124.6,1,1684.6,0x0
77090,118.78,67514.8,-2.6189,0.9324,9.7558,6.88,9.29,1.034,12.979772,77.579596,124.7,1,1684.9,0x0
77100,118.43,67318.6,-1.2302,0.7774,9.7417,6.85,9.24,1.004,12.979766,77.579605,124.2,1,1685.3,0x0
77110,118.37,67281.6,-1.7051,0.675,9.8436,6.79,9.25,1.021,12.97976,77.579613,126.1,1,1685.6,0x0
77120,118.44,67321.9,-1.6744,0.6044,9.7978,6.71,9.27,1.015,12.979754,77.579622,125.9,1,1685.9,0x0
77130,118.62,67423.1,-1.2557,1.3048,9.8028,6.73,9.24,1.016,12.979748,77.579631,122.9,1,1686.3,0x0
77140,118.56,67388.5,-2.6859,0.7324,9.9414,6.68,9.36,1.052,12.979742,77.57964,125.4,1,1686.6,0x0
77150,118.64,67438.0,-1.7044,0.1243,9.7418,6.58,9.38,1.008,12.979736,77.579649,124.2,1,1686.9,0x0
